time_index,freq_bin,power_dB,PU_Presence,PU_Signal_Strength,PU_bandwidth,PU_burst_duration,PU_drift_type,spectral_entropy,Frequency_Band,SU1_cov_flat,SU2_cov_flat,SU3_cov_flat,SU1_temporal_cov,SU2_temporal_cov,SU3_temporal_cov
564,18,-69.11166089,0,-69.11166089,4,Medium,Frequency drift,1.006,1800,"[ 1.40010227e-07  1.22820061e-08  1.22820061e-08  1.40010227e-07
  0.00000000e+00 -3.34515943e-09  3.34515943e-09  0.00000000e+00]","[ 1.63582183e-07  1.43497901e-08  1.43497901e-08  1.63582183e-07
  0.00000000e+00 -3.90834651e-09  3.90834651e-09  0.00000000e+00]","[ 1.38462621e-07  1.21462468e-08  1.21462468e-08  1.38462621e-07
  0.00000000e+00 -3.30818365e-09  3.30818365e-09  0.00000000e+00]","[array([ 1.40010227e-07,  1.22820061e-08,  1.22820061e-08,  1.40010227e-07,
        0.00000000e+00, -3.34515943e-09,  3.34515943e-09,  0.00000000e+00]), array([ 1.40010227e-07,  1.22820061e-08,  1.22820061e-08,  1.40010227e-07,
        0.00000000e+00, -3.34515943e-09,  3.34515943e-09,  0.00000000e+00]), array([ 1.40010227e-07,  1.22820061e-08,  1.22820061e-08,  1.40010227e-07,
        0.00000000e+00, -3.34515943e-09,  3.34515943e-09,  0.00000000e+00]), array([ 1.40010227e-07,  1.22820061e-08,  1.22820061e-08,  1.40010227e-07,
        0.00000000e+00, -3.34515943e-09,  3.34515943e-09,  0.00000000e+00])]","[array([ 1.63582183e-07,  1.43497901e-08,  1.43497901e-08,  1.63582183e-07,
        0.00000000e+00, -3.90834651e-09,  3.90834651e-09,  0.00000000e+00]), array([ 1.63582183e-07,  1.43497901e-08,  1.43497901e-08,  1.63582183e-07,
        0.00000000e+00, -3.90834651e-09,  3.90834651e-09,  0.00000000e+00]), array([ 1.63582183e-07,  1.43497901e-08,  1.43497901e-08,  1.63582183e-07,
        0.00000000e+00, -3.90834651e-09,  3.90834651e-09,  0.00000000e+00]), array([ 1.63582183e-07,  1.43497901e-08,  1.43497901e-08,  1.63582183e-07,
        0.00000000e+00, -3.90834651e-09,  3.90834651e-09,  0.00000000e+00])]","[array([ 1.38462621e-07,  1.21462468e-08,  1.21462468e-08,  1.38462621e-07,
        0.00000000e+00, -3.30818365e-09,  3.30818365e-09,  0.00000000e+00]), array([ 1.38462621e-07,  1.21462468e-08,  1.21462468e-08,  1.38462621e-07,
        0.00000000e+00, -3.30818365e-09,  3.30818365e-09,  0.00000000e+00]), array([ 1.38462621e-07,  1.21462468e-08,  1.21462468e-08,  1.38462621e-07,
        0.00000000e+00, -3.30818365e-09,  3.30818365e-09,  0.00000000e+00]), array([ 1.38462621e-07,  1.21462468e-08,  1.21462468e-08,  1.38462621e-07,
        0.00000000e+00, -3.30818365e-09,  3.30818365e-09,  0.00000000e+00])]"
565,24,-68.93214989,1,-68.93214989,6,Medium,None,1.083,2400,"[ 1.69325773e-07  1.48536305e-08  1.48536305e-08  1.69325773e-07
  0.00000000e+00 -4.04557380e-09  4.04557380e-09  0.00000000e+00]","[ 1.73438074e-07  1.52143707e-08  1.52143707e-08  1.73438074e-07
  0.00000000e+00 -4.14382593e-09  4.14382593e-09  0.00000000e+00]","[ 1.56922196e-07  1.37655614e-08  1.37655614e-08  1.56922196e-07
  0.00000000e+00 -3.74922444e-09  3.74922444e-09  0.00000000e+00]","[array([ 1.69325773e-07,  1.48536305e-08,  1.48536305e-08,  1.69325773e-07,
        0.00000000e+00, -4.04557380e-09,  4.04557380e-09,  0.00000000e+00]), array([ 1.69325773e-07,  1.48536305e-08,  1.48536305e-08,  1.69325773e-07,
        0.00000000e+00, -4.04557380e-09,  4.04557380e-09,  0.00000000e+00]), array([ 1.69325773e-07,  1.48536305e-08,  1.48536305e-08,  1.69325773e-07,
        0.00000000e+00, -4.04557380e-09,  4.04557380e-09,  0.00000000e+00]), array([ 1.69325773e-07,  1.48536305e-08,  1.48536305e-08,  1.69325773e-07,
        0.00000000e+00, -4.04557380e-09,  4.04557380e-09,  0.00000000e+00])]","[array([ 1.73438074e-07,  1.52143707e-08,  1.52143707e-08,  1.73438074e-07,
        0.00000000e+00, -4.14382593e-09,  4.14382593e-09,  0.00000000e+00]), array([ 1.73438074e-07,  1.52143707e-08,  1.52143707e-08,  1.73438074e-07,
        0.00000000e+00, -4.14382593e-09,  4.14382593e-09,  0.00000000e+00]), array([ 1.73438074e-07,  1.52143707e-08,  1.52143707e-08,  1.73438074e-07,
        0.00000000e+00, -4.14382593e-09,  4.14382593e-09,  0.00000000e+00]), array([ 1.73438074e-07,  1.52143707e-08,  1.52143707e-08,  1.73438074e-07,
        0.00000000e+00, -4.14382593e-09,  4.14382593e-09,  0.00000000e+00])]","[array([ 1.56922196e-07,  1.37655614e-08,  1.37655614e-08,  1.56922196e-07,
        0.00000000e+00, -3.74922444e-09,  3.74922444e-09,  0.00000000e+00]), array([ 1.56922196e-07,  1.37655614e-08,  1.37655614e-08,  1.56922196e-07,
        0.00000000e+00, -3.74922444e-09,  3.74922444e-09,  0.00000000e+00]), array([ 1.56922196e-07,  1.37655614e-08,  1.37655614e-08,  1.56922196e-07,
        0.00000000e+00, -3.74922444e-09,  3.74922444e-09,  0.00000000e+00]), array([ 1.56922196e-07,  1.37655614e-08,  1.37655614e-08,  1.56922196e-07,
        0.00000000e+00, -3.74922444e-09,  3.74922444e-09,  0.00000000e+00])]"
566,18,-53.12088492,1,-53.12088492,14,Long,Bandwidth switch,1.05,1800,"[ 6.15611961e-06  5.40028400e-07  5.40028400e-07  6.15611961e-06
  0.00000000e+00 -1.47083553e-07  1.47083553e-07  0.00000000e+00]","[ 7.38933008e-06  6.48208345e-07  6.48208345e-07  7.38933008e-06
  0.00000000e+00 -1.76547726e-07  1.76547726e-07  0.00000000e+00]","[ 7.91564886e-06  6.94378190e-07  6.94378190e-07  7.91564886e-06
  0.00000000e+00 -1.89122667e-07  1.89122667e-07  0.00000000e+00]","[array([ 6.15611961e-06,  5.40028400e-07,  5.40028400e-07,  6.15611961e-06,
        0.00000000e+00, -1.47083553e-07,  1.47083553e-07,  0.00000000e+00]), array([ 6.15611961e-06,  5.40028400e-07,  5.40028400e-07,  6.15611961e-06,
        0.00000000e+00, -1.47083553e-07,  1.47083553e-07,  0.00000000e+00]), array([ 6.15611961e-06,  5.40028400e-07,  5.40028400e-07,  6.15611961e-06,
        0.00000000e+00, -1.47083553e-07,  1.47083553e-07,  0.00000000e+00]), array([ 6.15611961e-06,  5.40028400e-07,  5.40028400e-07,  6.15611961e-06,
        0.00000000e+00, -1.47083553e-07,  1.47083553e-07,  0.00000000e+00])]","[array([ 7.38933008e-06,  6.48208345e-07,  6.48208345e-07,  7.38933008e-06,
        0.00000000e+00, -1.76547726e-07,  1.76547726e-07,  0.00000000e+00]), array([ 7.38933008e-06,  6.48208345e-07,  6.48208345e-07,  7.38933008e-06,
        0.00000000e+00, -1.76547726e-07,  1.76547726e-07,  0.00000000e+00]), array([ 7.38933008e-06,  6.48208345e-07,  6.48208345e-07,  7.38933008e-06,
        0.00000000e+00, -1.76547726e-07,  1.76547726e-07,  0.00000000e+00]), array([ 7.38933008e-06,  6.48208345e-07,  6.48208345e-07,  7.38933008e-06,
        0.00000000e+00, -1.76547726e-07,  1.76547726e-07,  0.00000000e+00])]","[array([ 7.91564886e-06,  6.94378190e-07,  6.94378190e-07,  7.91564886e-06,
        0.00000000e+00, -1.89122667e-07,  1.89122667e-07,  0.00000000e+00]), array([ 7.91564886e-06,  6.94378190e-07,  6.94378190e-07,  7.91564886e-06,
        0.00000000e+00, -1.89122667e-07,  1.89122667e-07,  0.00000000e+00]), array([ 7.91564886e-06,  6.94378190e-07,  6.94378190e-07,  7.91564886e-06,
        0.00000000e+00, -1.89122667e-07,  1.89122667e-07,  0.00000000e+00]), array([ 7.91564886e-06,  6.94378190e-07,  6.94378190e-07,  7.91564886e-06,
        0.00000000e+00, -1.89122667e-07,  1.89122667e-07,  0.00000000e+00])]"
567,35,-78.06114271,1,-78.06114271,4,Short,Frequency drift,1.061,3500,"[ 1.91884797e-08  1.68325579e-09  1.68325579e-09  1.91884797e-08
  0.00000000e+00 -4.58455966e-10  4.58455966e-10  0.00000000e+00]","[ 2.22629595e-08  1.95295595e-09  1.95295595e-09  2.22629595e-08
  0.00000000e+00 -5.31912208e-10  5.31912208e-10  0.00000000e+00]","[ 1.93951633e-08  1.70138654e-09  1.70138654e-09  1.93951633e-08
  0.00000000e+00 -4.63394103e-10  4.63394103e-10  0.00000000e+00]","[array([ 1.91884797e-08,  1.68325579e-09,  1.68325579e-09,  1.91884797e-08,
        0.00000000e+00, -4.58455966e-10,  4.58455966e-10,  0.00000000e+00]), array([ 1.91884797e-08,  1.68325579e-09,  1.68325579e-09,  1.91884797e-08,
        0.00000000e+00, -4.58455966e-10,  4.58455966e-10,  0.00000000e+00]), array([ 1.91884797e-08,  1.68325579e-09,  1.68325579e-09,  1.91884797e-08,
        0.00000000e+00, -4.58455966e-10,  4.58455966e-10,  0.00000000e+00]), array([ 1.91884797e-08,  1.68325579e-09,  1.68325579e-09,  1.91884797e-08,
        0.00000000e+00, -4.58455966e-10,  4.58455966e-10,  0.00000000e+00])]","[array([ 2.22629595e-08,  1.95295595e-09,  1.95295595e-09,  2.22629595e-08,
        0.00000000e+00, -5.31912208e-10,  5.31912208e-10,  0.00000000e+00]), array([ 2.22629595e-08,  1.95295595e-09,  1.95295595e-09,  2.22629595e-08,
        0.00000000e+00, -5.31912208e-10,  5.31912208e-10,  0.00000000e+00]), array([ 2.22629595e-08,  1.95295595e-09,  1.95295595e-09,  2.22629595e-08,
        0.00000000e+00, -5.31912208e-10,  5.31912208e-10,  0.00000000e+00]), array([ 2.22629595e-08,  1.95295595e-09,  1.95295595e-09,  2.22629595e-08,
        0.00000000e+00, -5.31912208e-10,  5.31912208e-10,  0.00000000e+00])]","[array([ 1.93951633e-08,  1.70138654e-09,  1.70138654e-09,  1.93951633e-08,
        0.00000000e+00, -4.63394103e-10,  4.63394103e-10,  0.00000000e+00]), array([ 1.93951633e-08,  1.70138654e-09,  1.70138654e-09,  1.93951633e-08,
        0.00000000e+00, -4.63394103e-10,  4.63394103e-10,  0.00000000e+00]), array([ 1.93951633e-08,  1.70138654e-09,  1.70138654e-09,  1.93951633e-08,
        0.00000000e+00, -4.63394103e-10,  4.63394103e-10,  0.00000000e+00]), array([ 1.93951633e-08,  1.70138654e-09,  1.70138654e-09,  1.93951633e-08,
        0.00000000e+00, -4.63394103e-10,  4.63394103e-10,  0.00000000e+00])]"
568,35,-84.47629434,1,-84.47629434,6,Short,Frequency drift,1.045,3500,"[ 4.47714689e-09  3.92745207e-10  3.92745207e-10  4.47714689e-09
  0.00000000e+00 -1.06969116e-10  1.06969116e-10  0.00000000e+00]","[ 5.28215535e-09  4.63362326e-10  4.63362326e-10  5.28215535e-09
  0.00000000e+00 -1.26202579e-10  1.26202579e-10  0.00000000e+00]","[ 4.35735611e-09  3.82236895e-10  3.82236895e-10  4.35735611e-09
  0.00000000e+00 -1.04107044e-10  1.04107044e-10  0.00000000e+00]","[array([ 4.47714689e-09,  3.92745207e-10,  3.92745207e-10,  4.47714689e-09,
        0.00000000e+00, -1.06969116e-10,  1.06969116e-10,  0.00000000e+00]), array([ 4.47714689e-09,  3.92745207e-10,  3.92745207e-10,  4.47714689e-09,
        0.00000000e+00, -1.06969116e-10,  1.06969116e-10,  0.00000000e+00]), array([ 4.47714689e-09,  3.92745207e-10,  3.92745207e-10,  4.47714689e-09,
        0.00000000e+00, -1.06969116e-10,  1.06969116e-10,  0.00000000e+00]), array([ 4.47714689e-09,  3.92745207e-10,  3.92745207e-10,  4.47714689e-09,
        0.00000000e+00, -1.06969116e-10,  1.06969116e-10,  0.00000000e+00])]","[array([ 5.28215535e-09,  4.63362326e-10,  4.63362326e-10,  5.28215535e-09,
        0.00000000e+00, -1.26202579e-10,  1.26202579e-10,  0.00000000e+00]), array([ 5.28215535e-09,  4.63362326e-10,  4.63362326e-10,  5.28215535e-09,
        0.00000000e+00, -1.26202579e-10,  1.26202579e-10,  0.00000000e+00]), array([ 5.28215535e-09,  4.63362326e-10,  4.63362326e-10,  5.28215535e-09,
        0.00000000e+00, -1.26202579e-10,  1.26202579e-10,  0.00000000e+00]), array([ 5.28215535e-09,  4.63362326e-10,  4.63362326e-10,  5.28215535e-09,
        0.00000000e+00, -1.26202579e-10,  1.26202579e-10,  0.00000000e+00])]","[array([ 4.35735611e-09,  3.82236895e-10,  3.82236895e-10,  4.35735611e-09,
        0.00000000e+00, -1.04107044e-10,  1.04107044e-10,  0.00000000e+00]), array([ 4.35735611e-09,  3.82236895e-10,  3.82236895e-10,  4.35735611e-09,
        0.00000000e+00, -1.04107044e-10,  1.04107044e-10,  0.00000000e+00]), array([ 4.35735611e-09,  3.82236895e-10,  3.82236895e-10,  4.35735611e-09,
        0.00000000e+00, -1.04107044e-10,  1.04107044e-10,  0.00000000e+00]), array([ 4.35735611e-09,  3.82236895e-10,  3.82236895e-10,  4.35735611e-09,
        0.00000000e+00, -1.04107044e-10,  1.04107044e-10,  0.00000000e+00])]"
569,50,-72.26889212,0,-72.26889212,14,Medium,Bandwidth switch,1.007,5000,"[ 9.27973594e-08  8.14038919e-09  8.14038919e-09  9.27973594e-08
  0.00000000e+00 -2.21713777e-09  2.21713777e-09  0.00000000e+00]","[ 9.18194503e-08  8.05460485e-09  8.05460485e-09  9.18194503e-08
  0.00000000e+00 -2.19377332e-09  2.19377332e-09  0.00000000e+00]","[ 6.97581553e-08  6.11933936e-09  6.11933936e-09  6.97581553e-08
  0.00000000e+00 -1.66667933e-09  1.66667933e-09  0.00000000e+00]","[array([ 9.27973594e-08,  8.14038919e-09,  8.14038919e-09,  9.27973594e-08,
        0.00000000e+00, -2.21713777e-09,  2.21713777e-09,  0.00000000e+00]), array([ 9.27973594e-08,  8.14038919e-09,  8.14038919e-09,  9.27973594e-08,
        0.00000000e+00, -2.21713777e-09,  2.21713777e-09,  0.00000000e+00]), array([ 9.27973594e-08,  8.14038919e-09,  8.14038919e-09,  9.27973594e-08,
        0.00000000e+00, -2.21713777e-09,  2.21713777e-09,  0.00000000e+00]), array([ 9.27973594e-08,  8.14038919e-09,  8.14038919e-09,  9.27973594e-08,
        0.00000000e+00, -2.21713777e-09,  2.21713777e-09,  0.00000000e+00])]","[array([ 9.18194503e-08,  8.05460485e-09,  8.05460485e-09,  9.18194503e-08,
        0.00000000e+00, -2.19377332e-09,  2.19377332e-09,  0.00000000e+00]), array([ 9.18194503e-08,  8.05460485e-09,  8.05460485e-09,  9.18194503e-08,
        0.00000000e+00, -2.19377332e-09,  2.19377332e-09,  0.00000000e+00]), array([ 9.18194503e-08,  8.05460485e-09,  8.05460485e-09,  9.18194503e-08,
        0.00000000e+00, -2.19377332e-09,  2.19377332e-09,  0.00000000e+00]), array([ 9.18194503e-08,  8.05460485e-09,  8.05460485e-09,  9.18194503e-08,
        0.00000000e+00, -2.19377332e-09,  2.19377332e-09,  0.00000000e+00])]","[array([ 6.97581553e-08,  6.11933936e-09,  6.11933936e-09,  6.97581553e-08,
        0.00000000e+00, -1.66667933e-09,  1.66667933e-09,  0.00000000e+00]), array([ 6.97581553e-08,  6.11933936e-09,  6.11933936e-09,  6.97581553e-08,
        0.00000000e+00, -1.66667933e-09,  1.66667933e-09,  0.00000000e+00]), array([ 6.97581553e-08,  6.11933936e-09,  6.11933936e-09,  6.97581553e-08,
        0.00000000e+00, -1.66667933e-09,  1.66667933e-09,  0.00000000e+00]), array([ 6.97581553e-08,  6.11933936e-09,  6.11933936e-09,  6.97581553e-08,
        0.00000000e+00, -1.66667933e-09,  1.66667933e-09,  0.00000000e+00])]"
570,18,-75.63805042,0,-75.63805042,12,Short,None,1.098,1800,"[ 4.48930377e-08  3.93811636e-09  3.93811636e-09  4.48930377e-08
  0.00000000e+00 -1.07259571e-09  1.07259571e-09  0.00000000e+00]","[ 4.37274433e-08  3.83586784e-09  3.83586784e-09  4.37274433e-08
  0.00000000e+00 -1.04474703e-09  1.04474703e-09  0.00000000e+00]","[ 4.36740555e-08  3.83118455e-09  3.83118455e-09  4.36740555e-08
  0.00000000e+00 -1.04347148e-09  1.04347148e-09  0.00000000e+00]","[array([ 4.48930377e-08,  3.93811636e-09,  3.93811636e-09,  4.48930377e-08,
        0.00000000e+00, -1.07259571e-09,  1.07259571e-09,  0.00000000e+00]), array([ 4.48930377e-08,  3.93811636e-09,  3.93811636e-09,  4.48930377e-08,
        0.00000000e+00, -1.07259571e-09,  1.07259571e-09,  0.00000000e+00]), array([ 4.48930377e-08,  3.93811636e-09,  3.93811636e-09,  4.48930377e-08,
        0.00000000e+00, -1.07259571e-09,  1.07259571e-09,  0.00000000e+00]), array([ 4.48930377e-08,  3.93811636e-09,  3.93811636e-09,  4.48930377e-08,
        0.00000000e+00, -1.07259571e-09,  1.07259571e-09,  0.00000000e+00])]","[array([ 4.37274433e-08,  3.83586784e-09,  3.83586784e-09,  4.37274433e-08,
        0.00000000e+00, -1.04474703e-09,  1.04474703e-09,  0.00000000e+00]), array([ 4.37274433e-08,  3.83586784e-09,  3.83586784e-09,  4.37274433e-08,
        0.00000000e+00, -1.04474703e-09,  1.04474703e-09,  0.00000000e+00]), array([ 4.37274433e-08,  3.83586784e-09,  3.83586784e-09,  4.37274433e-08,
        0.00000000e+00, -1.04474703e-09,  1.04474703e-09,  0.00000000e+00]), array([ 4.37274433e-08,  3.83586784e-09,  3.83586784e-09,  4.37274433e-08,
        0.00000000e+00, -1.04474703e-09,  1.04474703e-09,  0.00000000e+00])]","[array([ 4.36740555e-08,  3.83118455e-09,  3.83118455e-09,  4.36740555e-08,
        0.00000000e+00, -1.04347148e-09,  1.04347148e-09,  0.00000000e+00]), array([ 4.36740555e-08,  3.83118455e-09,  3.83118455e-09,  4.36740555e-08,
        0.00000000e+00, -1.04347148e-09,  1.04347148e-09,  0.00000000e+00]), array([ 4.36740555e-08,  3.83118455e-09,  3.83118455e-09,  4.36740555e-08,
        0.00000000e+00, -1.04347148e-09,  1.04347148e-09,  0.00000000e+00]), array([ 4.36740555e-08,  3.83118455e-09,  3.83118455e-09,  4.36740555e-08,
        0.00000000e+00, -1.04347148e-09,  1.04347148e-09,  0.00000000e+00])]"
571,35,-75.18459398,1,-75.18459398,9,Short,None,1.091,3500,"[ 4.01697620e-08  3.52378019e-09  3.52378019e-09  4.01697620e-08
  0.00000000e+00 -9.59746022e-10  9.59746022e-10  0.00000000e+00]","[ 3.85939982e-08  3.38555071e-09  3.38555071e-09  3.85939982e-08
  0.00000000e+00 -9.22097477e-10  9.22097477e-10  0.00000000e+00]","[ 4.18434131e-08  3.67059656e-09  3.67059656e-09  4.18434131e-08
  0.00000000e+00 -9.99733314e-10  9.99733314e-10  0.00000000e+00]","[array([ 4.01697620e-08,  3.52378019e-09,  3.52378019e-09,  4.01697620e-08,
        0.00000000e+00, -9.59746022e-10,  9.59746022e-10,  0.00000000e+00]), array([ 4.01697620e-08,  3.52378019e-09,  3.52378019e-09,  4.01697620e-08,
        0.00000000e+00, -9.59746022e-10,  9.59746022e-10,  0.00000000e+00]), array([ 4.01697620e-08,  3.52378019e-09,  3.52378019e-09,  4.01697620e-08,
        0.00000000e+00, -9.59746022e-10,  9.59746022e-10,  0.00000000e+00]), array([ 4.01697620e-08,  3.52378019e-09,  3.52378019e-09,  4.01697620e-08,
        0.00000000e+00, -9.59746022e-10,  9.59746022e-10,  0.00000000e+00])]","[array([ 3.85939982e-08,  3.38555071e-09,  3.38555071e-09,  3.85939982e-08,
        0.00000000e+00, -9.22097477e-10,  9.22097477e-10,  0.00000000e+00]), array([ 3.85939982e-08,  3.38555071e-09,  3.38555071e-09,  3.85939982e-08,
        0.00000000e+00, -9.22097477e-10,  9.22097477e-10,  0.00000000e+00]), array([ 3.85939982e-08,  3.38555071e-09,  3.38555071e-09,  3.85939982e-08,
        0.00000000e+00, -9.22097477e-10,  9.22097477e-10,  0.00000000e+00]), array([ 3.85939982e-08,  3.38555071e-09,  3.38555071e-09,  3.85939982e-08,
        0.00000000e+00, -9.22097477e-10,  9.22097477e-10,  0.00000000e+00])]","[array([ 4.18434131e-08,  3.67059656e-09,  3.67059656e-09,  4.18434131e-08,
        0.00000000e+00, -9.99733314e-10,  9.99733314e-10,  0.00000000e+00]), array([ 4.18434131e-08,  3.67059656e-09,  3.67059656e-09,  4.18434131e-08,
        0.00000000e+00, -9.99733314e-10,  9.99733314e-10,  0.00000000e+00]), array([ 4.18434131e-08,  3.67059656e-09,  3.67059656e-09,  4.18434131e-08,
        0.00000000e+00, -9.99733314e-10,  9.99733314e-10,  0.00000000e+00]), array([ 4.18434131e-08,  3.67059656e-09,  3.67059656e-09,  4.18434131e-08,
        0.00000000e+00, -9.99733314e-10,  9.99733314e-10,  0.00000000e+00])]"
572,50,-78.31961245,0,-78.31961245,11,Short,Frequency drift,1.085,5000,"[ 2.39938133e-08  2.10479027e-09  2.10479027e-09  2.39938133e-08
  0.00000000e+00 -5.73266202e-10  5.73266202e-10  0.00000000e+00]","[ 2.06591785e-08  1.81226874e-09  1.81226874e-09  2.06591785e-08
  0.00000000e+00 -4.93594270e-10  4.93594270e-10  0.00000000e+00]","[ 2.18700101e-08  1.91848556e-09  1.91848556e-09  2.18700101e-08
  0.00000000e+00 -5.22523764e-10  5.22523764e-10  0.00000000e+00]","[array([ 2.39938133e-08,  2.10479027e-09,  2.10479027e-09,  2.39938133e-08,
        0.00000000e+00, -5.73266202e-10,  5.73266202e-10,  0.00000000e+00]), array([ 2.39938133e-08,  2.10479027e-09,  2.10479027e-09,  2.39938133e-08,
        0.00000000e+00, -5.73266202e-10,  5.73266202e-10,  0.00000000e+00]), array([ 2.39938133e-08,  2.10479027e-09,  2.10479027e-09,  2.39938133e-08,
        0.00000000e+00, -5.73266202e-10,  5.73266202e-10,  0.00000000e+00]), array([ 2.39938133e-08,  2.10479027e-09,  2.10479027e-09,  2.39938133e-08,
        0.00000000e+00, -5.73266202e-10,  5.73266202e-10,  0.00000000e+00])]","[array([ 2.06591785e-08,  1.81226874e-09,  1.81226874e-09,  2.06591785e-08,
        0.00000000e+00, -4.93594270e-10,  4.93594270e-10,  0.00000000e+00]), array([ 2.06591785e-08,  1.81226874e-09,  1.81226874e-09,  2.06591785e-08,
        0.00000000e+00, -4.93594270e-10,  4.93594270e-10,  0.00000000e+00]), array([ 2.06591785e-08,  1.81226874e-09,  1.81226874e-09,  2.06591785e-08,
        0.00000000e+00, -4.93594270e-10,  4.93594270e-10,  0.00000000e+00]), array([ 2.06591785e-08,  1.81226874e-09,  1.81226874e-09,  2.06591785e-08,
        0.00000000e+00, -4.93594270e-10,  4.93594270e-10,  0.00000000e+00])]","[array([ 2.18700101e-08,  1.91848556e-09,  1.91848556e-09,  2.18700101e-08,
        0.00000000e+00, -5.22523764e-10,  5.22523764e-10,  0.00000000e+00]), array([ 2.18700101e-08,  1.91848556e-09,  1.91848556e-09,  2.18700101e-08,
        0.00000000e+00, -5.22523764e-10,  5.22523764e-10,  0.00000000e+00]), array([ 2.18700101e-08,  1.91848556e-09,  1.91848556e-09,  2.18700101e-08,
        0.00000000e+00, -5.22523764e-10,  5.22523764e-10,  0.00000000e+00]), array([ 2.18700101e-08,  1.91848556e-09,  1.91848556e-09,  2.18700101e-08,
        0.00000000e+00, -5.22523764e-10,  5.22523764e-10,  0.00000000e+00])]"
573,18,-87.89534052,0,-87.89534052,10,Short,Bandwidth switch,1.023,1800,"[ 2.07448458e-09  1.81978366e-10  1.81978366e-10  2.07448458e-09
  0.00000000e+00 -4.95641054e-11  4.95641054e-11  0.00000000e+00]","[ 2.57766019e-09  2.26118042e-10  2.26118042e-10  2.57766019e-09
  0.00000000e+00 -6.15861033e-11  6.15861033e-11  0.00000000e+00]","[ 1.99953608e-09  1.75403718e-10  1.75403718e-10  1.99953608e-09
  0.00000000e+00 -4.77734172e-11  4.77734172e-11  0.00000000e+00]","[array([ 2.07448458e-09,  1.81978366e-10,  1.81978366e-10,  2.07448458e-09,
        0.00000000e+00, -4.95641054e-11,  4.95641054e-11,  0.00000000e+00]), array([ 2.07448458e-09,  1.81978366e-10,  1.81978366e-10,  2.07448458e-09,
        0.00000000e+00, -4.95641054e-11,  4.95641054e-11,  0.00000000e+00]), array([ 2.07448458e-09,  1.81978366e-10,  1.81978366e-10,  2.07448458e-09,
        0.00000000e+00, -4.95641054e-11,  4.95641054e-11,  0.00000000e+00]), array([ 2.07448458e-09,  1.81978366e-10,  1.81978366e-10,  2.07448458e-09,
        0.00000000e+00, -4.95641054e-11,  4.95641054e-11,  0.00000000e+00])]","[array([ 2.57766019e-09,  2.26118042e-10,  2.26118042e-10,  2.57766019e-09,
        0.00000000e+00, -6.15861033e-11,  6.15861033e-11,  0.00000000e+00]), array([ 2.57766019e-09,  2.26118042e-10,  2.26118042e-10,  2.57766019e-09,
        0.00000000e+00, -6.15861033e-11,  6.15861033e-11,  0.00000000e+00]), array([ 2.57766019e-09,  2.26118042e-10,  2.26118042e-10,  2.57766019e-09,
        0.00000000e+00, -6.15861033e-11,  6.15861033e-11,  0.00000000e+00]), array([ 2.57766019e-09,  2.26118042e-10,  2.26118042e-10,  2.57766019e-09,
        0.00000000e+00, -6.15861033e-11,  6.15861033e-11,  0.00000000e+00])]","[array([ 1.99953608e-09,  1.75403718e-10,  1.75403718e-10,  1.99953608e-09,
        0.00000000e+00, -4.77734172e-11,  4.77734172e-11,  0.00000000e+00]), array([ 1.99953608e-09,  1.75403718e-10,  1.75403718e-10,  1.99953608e-09,
        0.00000000e+00, -4.77734172e-11,  4.77734172e-11,  0.00000000e+00]), array([ 1.99953608e-09,  1.75403718e-10,  1.75403718e-10,  1.99953608e-09,
        0.00000000e+00, -4.77734172e-11,  4.77734172e-11,  0.00000000e+00]), array([ 1.99953608e-09,  1.75403718e-10,  1.75403718e-10,  1.99953608e-09,
        0.00000000e+00, -4.77734172e-11,  4.77734172e-11,  0.00000000e+00])]"
